1	test_g1_0764	0160891	100	19	0	0	1	19	29274672	29274690	0.01	38.2
2130	test_g1_0688	0160881	100	14	0	0	4	17	45647221	45647234	9.2	28.2
3114	test_g1_0242	0160991	100	22	0	0	1	22	3860615	3860636	0.000154	44.1
3635	test_g1_0740	0160881	100	20	0	0	1	20	6640041	6640022	0.002	40.1
5622	test_g1_0677	0160881	100	24	0	0	1	24	8145532	8145555	9.89e-06	48.1
7462	test_g1_1009	0161021	100	20	0	0	1	20	44326949	44326968	0.002	40.1
10281	test_g1_0614	0161061	100	21	0	0	1	21	45260134	45260114	0.00061	42.1
17932	test_g1_0862	0160991	100	22	0	0	5	26	36146445	36146424	0.000154	44.1
23650	test_g1_0775	0160881	100	14	0	0	1	14	50773594	50773581	9.2	28.2
24839	test_g1_0843	0160961	100	20	0	0	1	20	29905214	29905195	0.002	40.1
26972	test_g1_0525	0161001	100	20	0	0	1	20	20569707	20569726	0.002	40.1
28023	test_g1_0999	0161011	100	16	0	0	1	16	30877578	30877593	0.59	32.2
28540	test_g1_0437	0160881	100	27	0	0	1	27	14469924	14469898	1.6e-07	54
30284	test_g1_0915	0160981	100	21	0	0	1	21	9592399	9592379	0.00061	42.1
33189	test_g1_0414	0160881	100	20	0	0	1	20	6102652	6102633	0.002	40.1
48205	test_g1_0733	0161001	100	19	0	0	1	19	20710670	20710652	0.01	38.2
50548	test_g1_0128	0160951	100	24	0	0	1	24	7949853	7949876	9.89e-06	48.1
50745	test_g1_1048	0161051	100	25	0	0	1	25	7925273	7925249	2.5e-06	50.1
52399	test_g1_0368	0160921	100	19	0	0	1	19	34636889	34636871	0.01	38.2
54124	test_g1_0626	0160891	100	19	0	0	1	19	12843447	12843465	0.01	38.2
58376	test_g1_0122	0160941	100	20	0	0	1	20	17626576	17626595	0.002	40.1
63146	test_g1_0658	0161001	100	17	0	0	5	21	5872690	5872706	0.15	34.2
64313	test_g1_0866	0161021	100	20	0	0	1	20	17035785	17035804	0.002	40.1
66434	test_g1_0105	0160971	100	25	0	0	1	25	14626090	14626114	2.5e-06	50.1
70953	test_g1_0989	0160941	96.774	31	0	1	1	30	37141127	37141157	3.91e-05	46.1
72856	test_g1_0643	0160931	100	19	0	0	1	19	29198455	29198437	0.01	38.2
77525	test_g1_0127	0160911	100	18	0	0	5	22	41952134	41952117	0.038	36.2
78364	test_g1_1092	0160881	100	15	0	0	1	15	25618387	25618373	2.3	30.2
79601	test_g1_0598	0160931	100	14	0	0	2	15	37018930	37018917	9.2	28.2
79927	test_g1_0430	0160981	100	21	0	0	1	21	14834078	14834098	0.00061	42.1
84831	test_g1_0396	0160941	100	17	0	0	5	21	35829253	35829269	0.15	34.2
85321	test_g1_0685	0160881	100	20	0	0	1	20	578582	578563	0.002	40.1
87429	test_g1_0742	0160911	100	20	0	0	1	20	10569802	10569783	0.002	40.1
90971	test_g1_0409	0160931	100	16	0	0	4	19	28238569	28238554	0.59	32.2
91616	test_g1_0854	0161011	100	23	0	0	1	23	17391159	17391181	3.91e-05	46.1
93797	test_g1_0398	0204551	100	23	0	0	1	23	106282	106260	3.91e-05	46.1
94145	test_g1_0792	0160891	100	16	0	0	9	24	12417282	12417267	0.59	32.2
95729	test_g1_0894	0160901	100	22	0	0	1	22	10873679	10873700	0.000154	44.1
96567	test_g1_1078	0160911	100	20	0	0	1	20	4495220	4495239	0.002	40.1
97592	test_g1_0839	0160891	100	20	0	0	1	20	7409135	7409116	0.002	40.1
99828	test_g1_0060	0160891	100	17	0	0	6	22	35946791	35946775	0.15	34.2
100510	test_g1_0908	0160961	100	23	0	0	1	23	41914648	41914670	3.91e-05	46.1
102485	test_g1_0571	0160991	100	15	0	0	1	15	10732774	10732788	2.3	30.2
102862	test_g1_0390	0160891	100	20	0	0	1	20	8225859	8225840	0.002	40.1
103598	test_g1_0488	0160881	100	19	0	0	1	19	26934883	26934901	0.01	38.2
104553	test_g1_0268	0160881	100	22	0	0	1	22	27276178	27276199	0.000154	44.1
105017	test_g1_0057	0160941	100	15	0	0	5	19	37722758	37722744	2.3	30.2
105660	test_g1_0365	0160991	100	18	0	0	3	20	37514162	37514145	0.038	36.2
107646	test_g1_1102	0161041	100	20	0	0	1	20	10350593	10350574	0.002	40.1
110329	test_g1_0189	0161021	100	19	0	0	1	19	1651353	1651335	0.01	38.2
110832	test_g1_0825	0160901	100	15	0	0	1	15	5042395	5042381	2.3	30.2
111058	test_g1_0222	0161001	100	27	0	0	1	27	44250411	44250385	1.6e-07	54
114961	test_g1_0070	0160971	100	16	0	0	3	18	21304354	21304369	0.59	32.2
117226	test_g1_0580	0161001	100	16	0	0	4	19	21097283	21097268	0.59	32.2
117896	test_g1_0751	0160981	100	20	0	0	1	20	33096761	33096780	0.002	40.1
119541	test_g1_0977	0160961	100	23	0	0	1	23	45854958	45854980	3.91e-05	46.1
119618	test_g1_0331	0161001	100	16	0	0	1	16	39654468	39654483	0.59	32.2
121173	test_g1_0645	0160931	100	19	0	0	4	22	2020273	2020291	0.01	38.2
122171	test_g1_0586	0160941	100	25	0	0	1	25	2426829	2426853	2.5e-06	50.1
126738	test_g1_0888	0160881	100	16	0	0	4	19	1023353	1023338	0.59	32.2
127180	test_g1_1059	0160881	100	24	0	0	1	24	52753021	52753044	9.89e-06	48.1
128386	test_g1_0350	0160891	100	23	0	0	2	24	8075826	8075848	3.91e-05	46.1
131911	test_g1_1046	0160881	100	25	0	0	1	25	6169490	6169514	2.5e-06	50.1
136568	test_g1_0429	0160881	100	17	0	0	2	18	37583834	37583850	0.15	34.2
137949	test_g1_0217	0160981	100	23	0	0	1	23	964803	964781	3.91e-05	46.1
138711	test_g1_0961	0160901	100	20	0	0	1	20	1789716	1789735	0.002	40.1
139607	test_g1_0849	0160981	100	19	0	0	1	19	20697365	20697347	0.01	38.2
146677	test_g1_0385	0160921	100	16	0	0	8	23	1711952	1711937	0.59	32.2
146898	test_g1_0343	0161021	100	20	0	0	1	20	48421650	48421631	0.002	40.1
150884	test_g1_0214	0160941	100	25	0	0	1	25	17257783	17257759	2.5e-06	50.1
151571	test_g1_0241	0160921	100	18	0	0	3	20	39866779	39866762	0.038	36.2
157358	test_g1_0816	0161061	100	18	0	0	1	18	39087055	39087072	0.038	36.2
158591	test_g1_0348	0160881	100	21	0	0	1	21	6028207	6028187	0.00061	42.1
168511	test_g1_0606	0160891	100	18	0	0	7	24	26064657	26064640	0.038	36.2
174224	test_g1_0897	0160881	100	20	0	0	1	20	11617490	11617471	0.002	40.1
177200	test_g1_0392	0160881	100	17	0	0	1	17	55465748	55465764	0.15	34.2
178710	test_g1_0805	0160881	100	23	0	0	1	23	8899907	8899929	3.91e-05	46.1
183921	test_g1_0649	0161021	100	27	0	0	1	27	48864429	48864455	1.6e-07	54
185263	test_g1_0638	0160981	100	24	0	0	1	24	3503325	3503302	9.89e-06	48.1
186678	test_g1_0633	0160881	100	24	0	0	1	24	26644345	26644368	9.89e-06	48.1
189809	test_g1_0890	0161061	96	25	1	0	1	25	47066306	47066330	0.00061	42.1
191484	test_g1_0139	0160941	100	24	0	0	1	24	40408439	40408416	9.89e-06	48.1
191896	test_g1_0730	0161011	100	21	0	0	1	21	6671551	6671531	0.00061	42.1
197853	test_g1_0345	0160971	100	20	0	0	1	20	20299942	20299961	0.002	40.1
204286	test_g1_0236	0160881	100	20	0	0	1	20	9154815	9154796	0.002	40.1
205887	test_g1_0230	0160941	100	20	0	0	1	20	12778716	12778697	0.002	40.1
206974	test_g1_1057	0161041	100	17	0	0	1	17	36698577	36698593	0.15	34.2
216407	test_g1_0835	0160891	100	19	0	0	1	19	4487501	4487519	0.01	38.2
218095	test_g1_0710	0160921	100	23	0	0	1	23	37525960	37525938	3.91e-05	46.1
220142	test_g1_0168	0160881	100	21	0	0	1	21	5226736	5226716	0.00061	42.1
228848	test_g1_0595	0160881	100	27	0	0	1	27	52541677	52541703	1.6e-07	54
231219	test_g1_1073	0160891	100	26	0	0	1	26	31839935	31839910	6.34e-07	52
232219	test_g1_0682	0160951	100	24	0	0	1	24	292593	292616	9.89e-06	48.1
232736	test_g1_0634	0160901	100	22	0	0	1	22	28299125	28299104	0.000154	44.1
233490	test_g1_1038	0160881	96.296	27	1	0	1	27	11439449	11439423	3.91e-05	46.1
235815	test_g1_0952	0160881	100	20	0	0	1	20	10436053	10436072	0.002	40.1
240217	test_g1_0008	0160891	100	20	0	0	1	20	28510544	28510563	0.002	40.1
241365	test_g1_0378	0160991	100	27	0	0	1	27	37546303	37546277	1.6e-07	54
244765	test_g1_0957	0160901	100	18	0	0	5	22	46370148	46370165	0.038	36.2
245968	test_g1_0692	0161031	100	21	0	0	1	21	29702342	29702322	0.00061	42.1
246427	test_g1_0297	0160951	100	20	0	0	1	20	10641103	10641084	0.002	40.1
249147	test_g1_0465	0160931	100	21	0	0	1	21	24238827	24238847	0.00061	42.1
253123	test_g1_1097	0161011	100	20	0	0	1	20	8639122	8639103	0.002	40.1
254082	test_g1_1032	0160951	100	18	0	0	1	18	46915732	46915749	0.038	36.2
260344	test_g1_0229	0160951	100	25	0	0	6	30	25777251	25777227	2.5e-06	50.1
262576	test_g1_0770	0160991	96.296	27	0	1	4	30	37127833	37127808	0.01	38.2
264582	test_g1_0512	0161071	100	18	0	0	6	23	39194035	39194052	0.038	36.2
275790	test_g1_1064	0161001	100	17	0	0	11	27	10420396	10420412	0.15	34.2
276543	test_g1_0736	0160981	100	20	0	0	1	20	14804130	14804111	0.002	40.1
279709	test_g1_0859	0161011	100	22	0	0	1	22	41018963	41018942	0.000154	44.1
281317	test_g1_0808	0160941	100	14	0	0	2	15	21085185	21085172	9.2	28.2
281812	test_g1_0576	0160941	100	16	0	0	3	18	37436997	37437012	0.59	32.2
282437	test_g1_0917	0160941	100	18	0	0	1	18	14367145	14367128	0.038	36.2
283791	test_g1_0579	0160911	100	25	0	0	1	25	37737918	37737894	2.5e-06	50.1
289911	test_g1_0568	0161031	100	22	0	0	1	22	2787255	2787276	0.000154	44.1
290989	test_g1_0228	0161071	100	20	0	0	1	20	10903474	10903493	0.002	40.1
294838	test_g1_0047	0037228411	100	26	0	0	1	26	7622	7647	6.34e-07	52
296804	test_g1_0973	0160881	100	14	0	0	7	20	3690241	3690228	9.2	28.2
297298	test_g1_0339	0161041	100	23	0	0	1	23	39092627	39092649	3.91e-05	46.1
299521	test_g1_0837	0160911	100	14	0	0	3	16	41583710	41583697	9.2	28.2
299865	test_g1_0814	0160901	100	14	0	0	2	15	3364748	3364735	9.2	28.2
301006	test_g1_1077	0160891	100	15	0	0	7	21	5389130	5389144	2.3	30.2
305677	test_g1_0845	0160931	100	20	0	0	1	20	29611676	29611657	0.002	40.1
314053	test_g1_0705	0160911	100	15	0	0	1	15	17455692	17455678	2.3	30.2
318238	test_g1_0695	0160881	100	29	0	0	1	29	24484885	24484913	1.03e-08	58
324418	test_g1_1007	0160961	100	22	0	0	1	22	941164	941143	0.000154	44.1
325094	test_g1_0497	0160881	100	20	0	0	1	20	6198649	6198668	0.002	40.1
331760	test_g1_0439	0161001	100	24	0	0	1	24	18248834	18248857	9.89e-06	48.1
332386	test_g1_1076	0160881	100	24	0	0	1	24	6169491	6169514	9.89e-06	48.1
336983	test_g1_0446	0160971	100	20	0	0	1	20	22220383	22220364	0.002	40.1
339285	test_g1_0725	0160941	100	29	0	0	1	29	5030327	5030299	1.03e-08	58
341793	test_g1_0582	0160881	100	21	0	0	1	21	23846904	23846924	0.00061	42.1
347283	test_g1_0844	0160881	100	20	0	0	1	20	14454943	14454962	0.002	40.1
348653	test_g1_0179	0160931	100	16	0	0	4	19	690719	690734	0.59	32.2
350201	test_g1_0098	0160941	100	19	0	0	1	19	44502551	44502569	0.01	38.2
352190	test_g1_0584	0160961	100	21	0	0	1	21	1807073	1807093	0.00061	42.1
352744	test_g1_0820	0161001	100	21	0	0	1	21	14785139	14785159	0.00061	42.1
355249	test_g1_0995	0161061	100	14	0	0	6	19	44647488	44647501	9.2	28.2
355582	test_g1_0275	0160931	100	18	0	0	2	19	34132532	34132515	0.038	36.2
361106	test_g1_0681	0160981	100	21	0	0	1	21	7811014	7810994	0.00061	42.1
363939	test_g1_0881	0160951	100	17	0	0	1	17	9237311	9237327	0.15	34.2
366863	test_g1_0328	0160881	100	20	0	0	1	20	6106058	6106077	0.002	40.1
376682	test_g1_0927	0160911	100	22	0	0	1	22	41814638	41814659	0.000154	44.1
377768	test_g1_0701	0161001	100	17	0	0	6	22	21435425	21435441	0.15	34.2
378584	test_g1_0013	0161041	100	25	0	0	5	29	38070338	38070314	2.5e-06	50.1
382402	test_g1_0061	0160951	100	24	0	0	1	24	38661035	38661058	9.89e-06	48.1
384612	test_g1_0840	0161001	100	22	0	0	1	22	133435	133414	0.000154	44.1
385513	test_g1_0459	0160911	100	26	0	0	1	26	23754388	23754363	6.34e-07	52
389498	test_g1_0811	0160971	100	28	0	0	1	28	1061085	1061058	4.06e-08	56
391328	test_g1_0225	0160911	100	21	0	0	1	21	42947759	42947779	0.00061	42.1
392676	test_g1_0463	0160941	100	22	0	0	1	22	13570587	13570566	0.000154	44.1
396305	test_g1_1101	0160951	100	17	0	0	4	20	1838925	1838909	0.15	34.2
409095	test_g1_0455	0160971	100	18	0	0	7	24	42655271	42655254	0.038	36.2
411092	test_g1_1051	0160881	100	22	0	0	1	22	7986117	7986096	0.000154	44.1
414958	test_g1_0602	0161041	100	26	0	0	1	26	4585201	4585176	6.34e-07	52
415995	test_g1_0402	0160881	100	23	0	0	1	23	6169492	6169514	3.91e-05	46.1
420251	test_g1_0807	0161031	100	14	0	0	1	14	36106219	36106232	9.2	28.2
420527	test_g1_0831	0160881	100	21	0	0	2	22	51763640	51763620	0.00061	42.1
420847	test_g1_0675	0160961	100	20	0	0	1	20	36827634	36827653	0.002	40.1
421215	test_g1_0165	0160971	100	18	0	0	2	19	19982919	19982902	0.038	36.2
425137	test_g1_0774	0037229351	100	20	0	0	1	20	7795	7776	0.002	40.1
429817	test_g1_0232	0160891	100	15	0	0	4	18	2330495	2330509	2.3	30.2
432843	test_g1_0106	0160881	100	20	0	0	1	20	2883871	2883852	0.002	40.1
436651	test_g1_1037	0160891	100	20	0	0	1	20	25514216	25514197	0.002	40.1
439412	test_g1_0485	0161001	100	22	0	0	1	22	39170989	39170968	0.000154	44.1
440349	test_g1_0389	0160901	100	26	0	0	1	26	14812335	14812360	6.34e-07	52
445275	test_g1_0551	0160921	100	16	0	0	3	18	31364286	31364301	0.59	32.2
457575	test_g1_0255	0161071	100	15	0	0	1	15	8949840	8949826	2.3	30.2
